Время;Расположение источника;Источик;Тип сообщения;Комментарий;
2014.07.03  11:41:09.340;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 146 05 02 00 33 02 03 00 00 00 07 00 09 59 43 164 83 00 243 74 38 12 20 06 14 02 64 09 59 43 164 83 00 243 74 38 12 20 06 14 104 100 148 05 02 00 36 06 03 00 00 00 86 00 10 31 133 107 62 00 243 74 38 12 20 06 14 87 00 10 246 40 17 66 00 243 74 38 12 20 06 14 76 00 11 82 184 222 192 00 243 74 38 12 20 06 14 95 00 12 184 30 203 65 00 243 74 38 12 20 06 14 87 00 13 41 28 22 67 00 243 74 38 12 20 06 14 88 00 13 72 225 190 65 00 243 74 38 12 20 06 14 ;
2014.07.03  11:41:10.346;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 150 05 02 00 33 04 03 00 00 00 07 00 00 59 43 164 83 00 190 75 38 12 20 06 14 12 00 00 166 01 00 00 00 190 75 38 12 20 06 14 45 00 00 166 01 00 00 00 190 75 38 12 20 06 14 185 00 02 245 103 184 84 00 190 75 38 12 20 06 14 104 250 152 05 02 00 36 16 03 00 00 00 157 00 02 00 00 192 255 00 190 75 38 12 20 06 14 159 00 02 00 116 159 70 00 190 75 38 12 20 06 14 160 00 02 00 84 173 198 00 190 75 38 12 20 06 14 163 00 02 00 00 27 67 00 190 75 38 12 20 06 14 164 00 02 00 00 112 65 00 190 75 38 12 20 06 14 165 00 02 00 40 130 70 00 190 75 38 12 20 06 14 166 00 02 00 00 248 65 00 190 75 38 12 20 06 14 167 00 02 00 00 128 65 00 190 75 38 12 20 06 14 168 00 02 00 244 128 70 00 190 75 38 12 20 06 14 169 00 02 00 136 190 69 00 190 75 38 12 20 06 14 170 00 02 00 248 56 70 00 190 75 38 12 20 06 14 171 00 02 00 00 80 65 00 190 75 38 12 20 06 14 173 00 02 00 00 27 67 00 190 75 38 12 20 06 14 174 00 02 00 00 160 65 00 190 75 38 12 20 06 14 175 00 02 00 36 130 70 00 190 75 38 12 20 06 14 176 00 02 00 00 240 65 00 190 75 38 12 20 06 14 104 250 154 05 02 00 36 16 03 00 00 00 177 00 02 00 00 128 65 00 190 75 38 12 20 06 14 178 00 02 00 146 129 70 00 190 75 38 12 20 06 14 179 00 02 00 08 204 69 00 190 75 38 12 20 06 14 180 00 02 00 148 78 70 00 190 75 38 12 20 06 14 181 00 02 00 00 128 65 00 190 75 38 12 20 06 14 183 00 02 00 00 27 67 00 190 75 38 12 20 06 14 184 00 02 00 00 184 65 00 190 75 38 12 20 06 14 69 00 06 72 225 122 63 00 190 75 38 12 20 06 14 70 00 06 143 66 50 67 00 190 75 38 12 20 06 14 43 00 09 10 215 123 66 00 190 75 38 12 20 06 14 89 00 10 225 122 33 67 00 190 75 38 12 20 06 14 77 00 11 143 194 117 61 00 190 75 38 12 20 06 14 78 00 11 72 225 144 193 00 190 75 38 12 20 06 14 89 00 13 41 156 21 67 00 190 75 38 12 20 06 14 90 00 13 143 194 195 65 00 190 75 38 12 20 06 14 151 00 34 00 00 32 65 00 190 75 38 12 20 06 14 104 250 156 05 02 00 36 16 03 00 00 00 152 00 34 00 00 96 65 00 190 75 38 12 20 06 14 153 00 34 00 96 47 197 00 190 75 38 12 20 06 14 155 00 34 00 176 06 69 00 190 75 38 12 20 06 14 156 00 34 00 00 80 65 00 190 75 38 12 20 06 14 158 00 34 00 00 112 65 00 190 75 38 12 20 06 14 159 00 34 00 00 64 65 00 190 75 38 12 20 06 14 160 00 34 00 04 115 70 00 190 75 38 12 20 06 14 161 00 34 00 00 16 65 00 190 75 38 12 20 06 14 162 00 34 00 00 48 65 00 190 75 38 12 20 06 14 163 00 34 00 212 114 70 00 190 75 38 12 20 06 14 165 00 34 00 176 06 69 00 190 75 38 12 20 06 14 166 00 34 00 00 64 65 00 190 75 38 12 20 06 14 168 00 34 00 00 96 65 00 190 75 38 12 20 06 14 169 00 34 00 00 64 65 00 190 75 38 12 20 06 14 170 00 34 00 168 114 70 00 190 75 38 12 20 06 14 171 00 34 00 00 32 65 00 190 75 38 12 20 06 14 104 25 158 05 02 00 36 01 03 00 00 00 172 00 34 00 00 96 65 00 190 75 38 12 20 06 14 ;
2014.07.03  11:41:10.362;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 160 05 ;
2014.07.03  11:41:11.005;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_ACT from server. Тайм-аут t3;
2014.07.03  11:41:11.005;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 04 67 00 00 00 ;
2014.07.03  11:41:11.016;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 131 00 00 00 ;
2014.07.03  11:41:11.016;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_CON from client;
2014.07.03  11:41:11.350;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 160 05 02 00 33 02 03 00 00 00 07 00 36 57 43 164 83 00 137 76 38 12 20 06 14 03 64 36 57 43 164 83 00 137 76 38 12 20 06 14 104 250 162 05 02 00 36 16 03 00 00 00 159 00 04 00 80 84 197 00 153 76 38 12 20 06 14 160 00 04 00 108 163 198 00 153 76 38 12 20 06 14 161 00 04 00 00 144 65 00 153 76 38 12 20 06 14 163 00 04 00 00 27 67 00 153 76 38 12 20 06 14 164 00 04 00 00 64 64 00 153 76 38 12 20 06 14 165 00 04 00 00 128 65 00 153 76 38 12 20 06 14 166 00 04 00 00 136 65 00 153 76 38 12 20 06 14 167 00 04 00 00 80 65 00 153 76 38 12 20 06 14 168 00 04 00 68 126 70 00 153 76 38 12 20 06 14 169 00 04 00 128 156 68 00 153 76 38 12 20 06 14 170 00 04 00 60 33 70 00 153 76 38 12 20 06 14 171 00 04 00 00 64 65 00 153 76 38 12 20 06 14 173 00 04 00 00 27 67 00 153 76 38 12 20 06 14 174 00 04 00 00 64 64 00 153 76 38 12 20 06 14 175 00 04 00 00 96 65 00 153 76 38 12 20 06 14 176 00 04 00 00 168 65 00 153 76 38 12 20 06 14 104 250 164 05 02 00 36 16 03 00 00 00 177 00 04 00 00 32 65 00 153 76 38 12 20 06 14 178 00 04 00 28 126 70 00 153 76 38 12 20 06 14 179 00 04 00 144 33 69 00 153 76 38 12 20 06 14 180 00 04 00 36 34 70 00 153 76 38 12 20 06 14 181 00 04 00 00 48 65 00 153 76 38 12 20 06 14 183 00 04 00 00 27 67 00 153 76 38 12 20 06 14 184 00 04 00 00 160 64 00 153 76 38 12 20 06 14 72 00 06 51 51 142 194 00 153 76 38 12 20 06 14 97 00 08 00 00 16 65 00 153 76 38 12 20 06 14 46 00 09 20 174 32 66 00 153 76 38 12 20 06 14 97 00 12 00 128 07 195 00 153 76 38 12 20 06 14 93 00 36 113 189 200 66 00 153 76 38 12 20 06 14 94 00 36 10 215 199 66 00 153 76 38 12 20 06 14 95 00 36 41 92 15 62 00 153 76 38 12 20 06 14 101 00 36 00 00 72 66 00 153 76 38 12 20 06 14 158 00 37 00 252 70 70 00 153 76 38 12 20 06 14 104 250 166 05 02 00 36 16 03 00 00 00 159 00 37 00 132 05 198 00 153 76 38 12 20 06 14 160 00 37 00 00 64 65 00 153 76 38 12 20 06 14 162 00 37 00 208 06 69 00 153 76 38 12 20 06 14 163 00 37 00 00 64 65 00 153 76 38 12 20 06 14 164 00 37 00 00 112 65 00 153 76 38 12 20 06 14 165 00 37 00 00 48 65 00 153 76 38 12 20 06 14 167 00 37 00 00 48 65 00 153 76 38 12 20 06 14 168 00 37 00 208 79 69 00 153 76 38 12 20 06 14 169 00 37 00 244 105 70 00 153 76 38 12 20 06 14 172 00 37 00 208 06 69 00 153 76 38 12 20 06 14 173 00 37 00 00 80 65 00 153 76 38 12 20 06 14 174 00 37 00 00 112 65 00 153 76 38 12 20 06 14 175 00 37 00 00 32 65 00 153 76 38 12 20 06 14 177 00 37 00 00 64 65 00 153 76 38 12 20 06 14 178 00 37 00 144 68 69 00 153 76 38 12 20 06 14 179 00 37 00 36 116 70 00 153 76 38 12 20 06 14 104 70 168 05 02 00 36 04 03 00 00 00 180 00 37 00 00 96 65 00 153 76 38 12 20 06 14 182 00 37 00 208 06 69 00 153 76 38 12 20 06 14 185 00 37 00 00 32 65 00 153 76 38 12 20 06 14 187 00 37 00 00 64 65 00 153 76 38 12 20 06 14 ;
2014.07.03  11:41:12.365;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 170 05 02 00 36 04 03 00 00 00 47 00 09 82 184 123 66 00 100 77 38 12 20 06 14 48 00 09 10 215 240 194 00 100 77 38 12 20 06 14 90 00 10 00 00 114 66 00 100 77 38 12 20 06 14 91 00 10 215 163 248 193 00 100 77 38 12 20 06 14 ;
2014.07.03  11:41:13.370;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 172 05 02 00 33 05 03 00 00 00 00 64 18 58 43 164 83 00 47 78 38 12 20 06 14 07 00 34 58 43 164 83 00 47 78 38 12 20 06 14 03 64 34 58 43 164 83 00 47 78 38 12 20 06 14 07 00 38 57 43 164 83 00 47 78 38 12 20 06 14 03 64 38 57 43 164 83 00 47 78 38 12 20 06 14 104 115 174 05 02 00 36 07 03 00 00 00 79 00 11 10 87 218 66 00 63 78 38 12 20 06 14 99 00 12 225 186 02 195 00 63 78 38 12 20 06 14 91 00 13 154 153 201 64 00 63 78 38 12 20 06 14 96 00 34 00 00 72 66 00 63 78 38 12 20 06 14 93 00 38 215 35 212 66 00 63 78 38 12 20 06 14 94 00 38 184 30 211 66 00 63 78 38 12 20 06 14 95 00 38 123 20 46 62 00 63 78 38 12 20 06 14 ;
2014.07.03  11:41:14.377;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 145 176 05 02 00 33 09 03 00 00 00 07 00 00 60 43 164 83 00 10 79 38 12 20 06 14 12 00 00 167 01 00 00 00 10 79 38 12 20 06 14 45 00 00 167 01 00 00 00 10 79 38 12 20 06 14 07 00 02 57 43 164 83 00 10 79 38 12 20 06 14 03 64 02 57 43 164 83 00 10 79 38 12 20 06 14 07 00 03 58 43 164 83 00 10 79 38 12 20 06 14 03 64 03 58 43 164 83 00 10 79 38 12 20 06 14 07 00 39 42 43 164 83 00 10 79 38 12 20 06 14 00 64 39 42 43 164 83 00 10 79 38 12 20 06 14 104 250 178 05 02 00 36 16 03 00 00 00 93 00 02 225 122 200 66 00 26 79 38 12 20 06 14 94 00 02 225 122 199 66 00 26 79 38 12 20 06 14 96 00 02 236 81 56 62 00 26 79 38 12 20 06 14 101 00 02 00 00 72 66 00 26 79 38 12 20 06 14 73 00 03 72 51 188 69 00 26 79 38 12 20 06 14 74 00 03 00 150 190 69 00 26 79 38 12 20 06 14 75 00 03 184 168 188 69 00 26 79 38 12 20 06 14 78 00 03 113 253 96 67 00 26 79 38 12 20 06 14 79 00 03 205 204 146 65 00 26 79 38 12 20 06 14 74 00 06 236 81 242 193 00 26 79 38 12 20 06 14 49 00 09 215 163 240 62 00 26 79 38 12 20 06 14 50 00 09 205 76 167 194 00 26 79 38 12 20 06 14 51 00 09 154 153 122 66 00 26 79 38 12 20 06 14 52 00 09 184 30 240 66 00 26 79 38 12 20 06 14 92 00 10 184 30 05 62 00 26 79 38 12 20 06 14 93 00 10 154 153 159 66 00 26 79 38 12 20 06 14 104 25 180 05 02 00 36 01 03 00 00 00 93 00 13 195 245 71 66 00 26 79 38 12 20 06 14 ;
2014.07.03  11:41:14.388;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 180 05 ;
2014.07.03  11:41:15.385;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 130 182 05 02 00 33 08 03 00 00 00 07 00 04 61 43 164 83 00 229 79 38 12 20 06 14 03 64 04 61 43 164 83 00 229 79 38 12 20 06 14 07 00 05 58 43 164 83 00 229 79 38 12 20 06 14 03 64 05 58 43 164 83 00 229 79 38 12 20 06 14 07 00 07 60 43 164 83 00 229 79 38 12 20 06 14 02 64 07 60 43 164 83 00 229 79 38 12 20 06 14 07 00 37 58 43 164 83 00 229 79 38 12 20 06 14 03 64 37 58 43 164 83 00 229 79 38 12 20 06 14 104 250 184 05 02 00 36 16 03 00 00 00 93 00 04 31 05 212 66 00 244 79 38 12 20 06 14 94 00 04 154 25 211 66 00 244 79 38 12 20 06 14 96 00 04 154 153 25 62 00 244 79 38 12 20 06 14 73 00 05 82 206 189 69 00 244 79 38 12 20 06 14 74 00 05 123 156 189 69 00 244 79 38 12 20 06 14 75 00 05 10 09 190 69 00 244 79 38 12 20 06 14 76 00 05 133 235 153 64 00 244 79 38 12 20 06 14 77 00 05 164 112 46 66 00 244 79 38 12 20 06 14 78 00 05 184 94 57 67 00 244 79 38 12 20 06 14 79 00 05 225 122 124 65 00 244 79 38 12 20 06 14 75 00 06 133 235 241 63 00 244 79 38 12 20 06 14 76 00 06 246 40 252 191 00 244 79 38 12 20 06 14 54 00 09 133 43 29 67 00 244 79 38 12 20 06 14 81 00 11 215 35 217 66 00 244 79 38 12 20 06 14 82 00 11 20 46 180 194 00 244 79 38 12 20 06 14 101 00 12 51 51 211 65 00 244 79 38 12 20 06 14 104 70 186 05 02 00 36 04 03 00 00 00 93 00 37 154 25 212 66 00 244 79 38 12 20 06 14 94 00 37 123 20 211 66 00 244 79 38 12 20 06 14 95 00 37 61 10 87 62 00 244 79 38 12 20 06 14 101 00 37 195 245 71 66 00 244 79 38 12 20 06 14 ;
2014.07.03  11:41:16.387;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 25 188 05 02 00 33 01 03 00 00 00 07 00 18 58 43 164 83 00 191 80 38 12 20 06 14 104 190 190 05 02 00 36 12 03 00 00 00 78 00 06 174 71 118 66 00 191 80 38 12 20 06 14 43 00 07 133 235 123 66 00 191 80 38 12 20 06 14 55 00 09 51 179 221 66 00 191 80 38 12 20 06 14 58 00 09 215 163 240 65 00 191 80 38 12 20 06 14 95 00 10 31 05 145 66 00 191 80 38 12 20 06 14 84 00 11 195 53 22 67 00 191 80 38 12 20 06 14 103 00 12 215 163 212 194 00 191 80 38 12 20 06 14 44 00 18 49 08 172 60 00 191 80 38 12 20 06 14 45 00 18 174 71 193 64 00 191 80 38 12 20 06 14 49 00 18 00 00 14 195 00 191 80 38 12 20 06 14 50 00 18 00 00 182 66 00 191 80 38 12 20 06 14 53 00 18 00 00 240 66 00 191 80 38 12 20 06 14 ;
2014.07.03  11:41:17.388;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 25 192 05 02 00 33 01 03 00 00 00 185 00 02 00 00 00 00 00 139 81 38 12 20 06 14 104 250 194 05 02 00 36 16 03 00 00 00 157 00 02 00 00 00 00 00 139 81 38 12 20 06 14 159 00 02 00 56 94 70 00 139 81 38 12 20 06 14 160 00 02 00 08 41 70 00 139 81 38 12 20 06 14 161 00 02 00 00 168 65 00 139 81 38 12 20 06 14 163 00 02 00 176 06 69 00 139 81 38 12 20 06 14 164 00 02 00 00 20 66 00 139 81 38 12 20 06 14 165 00 02 00 00 192 64 00 139 81 38 12 20 06 14 166 00 02 00 00 00 64 00 139 81 38 12 20 06 14 167 00 02 00 00 136 65 00 139 81 38 12 20 06 14 168 00 02 00 00 111 67 00 139 81 38 12 20 06 14 169 00 02 00 128 04 69 00 139 81 38 12 20 06 14 170 00 02 00 176 126 69 00 139 81 38 12 20 06 14 171 00 02 00 00 96 65 00 139 81 38 12 20 06 14 173 00 02 00 176 06 69 00 139 81 38 12 20 06 14 174 00 02 00 00 16 66 00 139 81 38 12 20 06 14 175 00 02 00 00 48 65 00 139 81 38 12 20 06 14 104 175 196 05 02 00 36 11 03 00 00 00 176 00 02 00 44 130 70 00 139 81 38 12 20 06 14 177 00 02 00 00 136 65 00 139 81 38 12 20 06 14 178 00 02 00 00 87 67 00 139 81 38 12 20 06 14 179 00 02 00 128 105 68 00 139 81 38 12 20 06 14 180 00 02 00 200 160 69 00 139 81 38 12 20 06 14 181 00 02 00 00 112 65 00 139 81 38 12 20 06 14 183 00 02 00 176 06 69 00 139 81 38 12 20 06 14 184 00 02 00 00 04 66 00 139 81 38 12 20 06 14 46 00 07 236 81 51 67 00 139 81 38 12 20 06 14 47 00 07 00 00 123 66 00 139 81 38 12 20 06 14 48 00 07 236 209 240 194 00 139 81 38 12 20 06 14 ;
2014.07.03  11:41:18.390;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 55 198 05 02 00 36 03 03 00 00 00 60 00 09 102 230 51 67 00 86 82 38 12 20 06 14 97 00 10 82 120 03 195 00 86 82 38 12 20 06 14 105 00 12 184 30 13 65 00 86 82 38 12 20 06 14 ;
2014.07.03  11:41:18.400;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 200 05 ;
2014.07.03  11:41:19.399;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 55 200 05 02 00 33 03 03 00 00 00 07 00 00 61 43 164 83 00 48 83 38 12 20 06 14 12 00 00 168 01 00 00 00 48 83 38 12 20 06 14 45 00 00 168 01 00 00 00 48 83 38 12 20 06 14 104 100 202 05 02 00 36 06 03 00 00 00 79 00 06 174 71 218 66 00 48 83 38 12 20 06 14 49 00 07 174 71 129 63 00 48 83 38 12 20 06 14 50 00 07 143 194 102 66 00 48 83 38 12 20 06 14 63 00 09 236 81 123 66 00 48 83 38 12 20 06 14 85 00 11 31 133 68 66 00 48 83 38 12 20 06 14 86 00 11 236 81 202 65 00 48 83 38 12 20 06 14 ;
2014.07.03  11:41:20.406;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 55 204 05 02 00 33 03 03 00 00 00 07 00 36 59 43 164 83 00 252 83 38 12 20 06 14 03 64 36 59 43 164 83 00 252 83 38 12 20 06 14 07 00 40 61 43 164 83 00 252 83 38 12 20 06 14 104 250 206 05 02 00 36 16 03 00 00 00 159 00 04 00 144 197 70 00 252 83 38 12 20 06 14 160 00 04 00 188 105 198 00 252 83 38 12 20 06 14 163 00 04 00 176 06 69 00 252 83 38 12 20 06 14 164 00 04 00 00 48 65 00 252 83 38 12 20 06 14 165 00 04 00 00 160 64 00 252 83 38 12 20 06 14 166 00 04 00 00 152 65 00 252 83 38 12 20 06 14 167 00 04 00 00 48 65 00 252 83 38 12 20 06 14 168 00 04 00 16 126 70 00 252 83 38 12 20 06 14 169 00 04 00 192 199 69 00 252 83 38 12 20 06 14 170 00 04 00 52 95 70 00 252 83 38 12 20 06 14 171 00 04 00 00 80 65 00 252 83 38 12 20 06 14 173 00 04 00 176 06 69 00 252 83 38 12 20 06 14 174 00 04 00 00 136 65 00 252 83 38 12 20 06 14 175 00 04 00 00 192 64 00 252 83 38 12 20 06 14 176 00 04 00 00 128 65 00 252 83 38 12 20 06 14 177 00 04 00 00 112 65 00 252 83 38 12 20 06 14 104 250 208 05 02 00 36 16 03 00 00 00 178 00 04 00 52 126 70 00 252 83 38 12 20 06 14 179 00 04 00 160 199 69 00 252 83 38 12 20 06 14 180 00 04 00 132 114 70 00 252 83 38 12 20 06 14 181 00 04 00 00 64 65 00 252 83 38 12 20 06 14 183 00 04 00 176 06 69 00 252 83 38 12 20 06 14 184 00 04 00 00 160 65 00 252 83 38 12 20 06 14 81 00 06 184 30 216 66 00 252 83 38 12 20 06 14 82 00 06 133 107 180 194 00 252 83 38 12 20 06 14 51 00 07 195 245 121 66 00 252 83 38 12 20 06 14 52 00 07 215 35 240 66 00 252 83 38 12 20 06 14 54 00 07 92 143 120 194 00 252 83 38 12 20 06 14 65 00 09 205 204 76 62 00 252 83 38 12 20 06 14 66 00 09 61 10 243 65 00 252 83 38 12 20 06 14 99 00 10 225 58 04 195 00 252 83 38 12 20 06 14 87 00 11 143 194 71 66 00 252 83 38 12 20 06 14 88 00 11 113 61 202 65 00 252 83 38 12 20 06 14 104 250 210 05 02 00 36 16 03 00 00 00 107 00 12 72 225 235 66 00 252 83 38 12 20 06 14 152 00 34 00 00 48 65 00 252 83 38 12 20 06 14 153 00 34 00 208 34 197 00 252 83 38 12 20 06 14 155 00 34 00 00 27 67 00 252 83 38 12 20 06 14 158 00 34 00 00 96 65 00 252 83 38 12 20 06 14 160 00 34 00 44 116 70 00 252 83 38 12 20 06 14 161 00 34 00 00 48 65 00 252 83 38 12 20 06 14 162 00 34 00 00 80 65 00 252 83 38 12 20 06 14 163 00 34 00 164 116 70 00 252 83 38 12 20 06 14 165 00 34 00 00 27 67 00 252 83 38 12 20 06 14 166 00 34 00 00 80 65 00 252 83 38 12 20 06 14 167 00 34 00 00 96 65 00 252 83 38 12 20 06 14 169 00 34 00 00 80 65 00 252 83 38 12 20 06 14 170 00 34 00 124 117 70 00 252 83 38 12 20 06 14 171 00 34 00 00 48 65 00 252 83 38 12 20 06 14 172 00 34 00 00 80 65 00 252 83 38 12 20 06 14 104 70 212 05 02 00 36 04 03 00 00 00 93 00 36 20 174 200 66 00 252 83 38 12 20 06 14 94 00 36 82 184 199 66 00 252 83 38 12 20 06 14 95 00 36 154 153 25 62 00 252 83 38 12 20 06 14 101 00 36 195 245 71 66 00 252 83 38 12 20 06 14 ;
2014.07.03  11:41:21.415;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 214 05 02 00 33 04 03 00 00 00 07 00 02 59 43 164 83 00 161 85 38 12 20 06 14 03 64 02 59 43 164 83 00 161 85 38 12 20 06 14 07 00 38 59 43 164 83 00 161 85 38 12 20 06 14 03 64 38 59 43 164 83 00 161 85 38 12 20 06 14 104 250 216 05 02 00 36 16 03 00 00 00 89 00 02 215 163 16 66 00 161 85 38 12 20 06 14 93 00 02 61 138 200 66 00 161 85 38 12 20 06 14 94 00 02 31 133 199 66 00 161 85 38 12 20 06 14 101 00 02 195 245 71 66 00 161 85 38 12 20 06 14 83 00 06 92 143 217 66 00 161 85 38 12 20 06 14 84 00 06 92 79 22 67 00 161 85 38 12 20 06 14 55 00 07 41 220 221 66 00 161 85 38 12 20 06 14 67 00 09 31 133 107 62 00 161 85 38 12 20 06 14 68 00 09 154 153 248 66 00 161 85 38 12 20 06 14 70 00 09 133 235 22 66 00 161 85 38 12 20 06 14 101 00 10 51 243 35 67 00 161 85 38 12 20 06 14 89 00 11 143 194 68 66 00 161 85 38 12 20 06 14 90 00 11 10 215 195 65 00 161 85 38 12 20 06 14 108 00 12 195 245 71 66 00 161 85 38 12 20 06 14 158 00 37 00 176 59 69 00 161 85 38 12 20 06 14 159 00 37 00 84 24 70 00 161 85 38 12 20 06 14 104 250 218 05 02 00 36 16 03 00 00 00 162 00 37 00 00 29 67 00 161 85 38 12 20 06 14 163 00 37 00 00 48 65 00 161 85 38 12 20 06 14 165 00 37 00 00 64 65 00 161 85 38 12 20 06 14 166 00 37 00 00 80 65 00 161 85 38 12 20 06 14 167 00 37 00 00 32 65 00 161 85 38 12 20 06 14 168 00 37 00 194 128 70 00 161 85 38 12 20 06 14 169 00 37 00 128 81 69 00 161 85 38 12 20 06 14 170 00 37 00 00 80 65 00 161 85 38 12 20 06 14 172 00 37 00 00 29 67 00 161 85 38 12 20 06 14 173 00 37 00 00 64 65 00 161 85 38 12 20 06 14 174 00 37 00 00 96 65 00 161 85 38 12 20 06 14 175 00 37 00 00 112 65 00 161 85 38 12 20 06 14 176 00 37 00 00 80 65 00 161 85 38 12 20 06 14 177 00 37 00 00 32 65 00 161 85 38 12 20 06 14 178 00 37 00 236 108 70 00 161 85 38 12 20 06 14 179 00 37 00 64 72 69 00 161 85 38 12 20 06 14 104 145 220 05 02 00 36 09 03 00 00 00 180 00 37 00 00 64 65 00 161 85 38 12 20 06 14 182 00 37 00 00 29 67 00 161 85 38 12 20 06 14 183 00 37 00 00 64 65 00 161 85 38 12 20 06 14 184 00 37 00 00 32 65 00 161 85 38 12 20 06 14 185 00 37 00 00 48 65 00 161 85 38 12 20 06 14 187 00 37 00 00 32 65 00 161 85 38 12 20 06 14 93 00 38 246 40 212 66 00 161 85 38 12 20 06 14 94 00 38 31 05 211 66 00 161 85 38 12 20 06 14 95 00 38 92 143 66 62 00 161 85 38 12 20 06 14 ;
2014.07.03  11:41:21.426;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 220 05 ;
2014.07.03  11:41:22.416;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 145 222 05 02 00 33 09 03 00 00 00 07 00 00 62 43 164 83 00 124 86 38 12 20 06 14 12 00 00 169 01 00 00 00 124 86 38 12 20 06 14 45 00 00 169 01 00 00 00 124 86 38 12 20 06 14 07 00 03 59 43 164 83 00 124 86 38 12 20 06 14 03 64 03 59 43 164 83 00 124 86 38 12 20 06 14 07 00 04 63 43 164 83 00 124 86 38 12 20 06 14 03 64 04 63 43 164 83 00 124 86 38 12 20 06 14 07 00 05 60 43 164 83 00 124 86 38 12 20 06 14 03 64 05 60 43 164 83 00 124 86 38 12 20 06 14 104 250 224 05 02 00 36 16 03 00 00 00 73 00 03 41 60 188 69 00 124 86 38 12 20 06 14 74 00 03 154 167 190 69 00 124 86 38 12 20 06 14 75 00 03 123 180 188 69 00 124 86 38 12 20 06 14 76 00 03 184 30 53 66 00 124 86 38 12 20 06 14 78 00 03 215 35 96 67 00 124 86 38 12 20 06 14 79 00 03 215 163 152 65 00 124 86 38 12 20 06 14 80 00 03 195 245 71 66 00 124 86 38 12 20 06 14 93 00 04 215 35 212 66 00 124 86 38 12 20 06 14 94 00 04 123 20 211 66 00 124 86 38 12 20 06 14 96 00 04 123 20 46 62 00 124 86 38 12 20 06 14 74 00 05 246 176 189 69 00 124 86 38 12 20 06 14 75 00 05 102 250 189 69 00 124 86 38 12 20 06 14 77 00 05 215 163 39 66 00 124 86 38 12 20 06 14 78 00 05 51 243 55 67 00 124 86 38 12 20 06 14 79 00 05 00 00 138 65 00 124 86 38 12 20 06 14 58 00 07 102 102 173 66 00 124 86 38 12 20 06 14 104 85 226 05 02 00 36 05 03 00 00 00 59 00 07 10 215 221 66 00 124 86 38 12 20 06 14 60 00 07 195 245 51 67 00 124 86 38 12 20 06 14 72 00 09 51 179 243 66 00 124 86 38 12 20 06 14 74 00 09 164 240 24 67 00 124 86 38 12 20 06 14 103 00 10 72 97 211 194 00 124 86 38 12 20 06 14 ;
2014.07.03  11:41:23.425;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 228 05 02 00 33 04 03 00 00 00 07 00 13 61 43 164 83 00 71 87 38 12 20 06 14 02 64 13 61 43 164 83 00 71 87 38 12 20 06 14 07 00 34 60 43 164 83 00 71 87 38 12 20 06 14 03 64 34 60 43 164 83 00 71 87 38 12 20 06 14 104 25 230 05 02 00 36 01 03 00 00 00 96 00 34 133 235 71 66 00 71 87 38 12 20 06 14 ;
